timestamp actual_execution_time target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 payload output_double_register_24 output_double_register_25 output_bit_register_64 runtime_state
9044.46 0.13347 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
9044.56 0.124837 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
9044.66 0.085007 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
9044.76 0.145286 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
9044.859999999999 0.066441 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
9044.96 0.120725 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
9045.06 0.156096 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
9045.16 0.09686 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
9045.26 0.179887 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
9045.359999999999 0.159637 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 0.8139121098918858 -1.7821177711439447 2.5715569713315656 -2.360235527187619 -1.570796326589793 -0.756884217108114 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 -0.09999999999999999 -0.29999999999999977 0.19999999999999943 -8.719671245021577e-17 3.1415926535897922 1.609628687190301e-15 1.0 0.16 0.04 False 1
